r,rdf1,rdf2,rdf3,rdf4,rdf5,rdf6,rdf7,rdf8,rdf9,rdf10,rdf11,rdf12,rdf13,rdf14,rdf15,rdf16,rdf17,rdf18,rdf19,rdf20,rdf21,rdf22,rdf23,rdf24,rdf25,rdf26,rdf27,rdf28,rdf29,rdf30,rdf31,rdf32,rdf33,rdf34,rdf35,rdf36,rdf37,rdf38,rdf39,rdf40,rdf41,rdf42,rdf43,rdf44,rdf45,rdf46,rdf47,rdf48,rdf49,rdf50,rdf51,rdf52,rdf53,rdf54,rdf55,rdf56,rdf57,rdf58,rdf59,rdf60,rdf61,rdf62,rdf63,rdf64,rdf65,rdf66,rdf67,rdf68,rdf69,rdf70,rdf71,rdf72,rdf73,rdf74,rdf75,rdf76,rdf77,rdf78,rdf79,rdf80,rdf81,rdf82,rdf83,rdf84,rdf85,rdf86,rdf87,rdf88,rdf89,rdf90,rdf91,rdf92,rdf93,rdf94,rdf95,rdf96,rdf97,rdf98,rdf99,rdf100,rdf101,rdf102,rdf103,rdf104,rdf105,rdf106,rdf107,rdf108,rdf109,rdf110,rdf111,rdf112,rdf113,rdf114,rdf115,rdf116,rdf117,rdf118,rdf119,rdf120,rdf121,rdf122,rdf123,rdf124,rdf125,rdf126,rdf127,rdf128,rdf129,rdf130,rdf131,rdf132,rdf133,rdf134,rdf135,rdf136,rdf137,rdf138,rdf139,rdf140,rdf141,rdf142,rdf143,rdf144,rdf145,rdf146,rdf147,rdf148,rdf149,rdf150
7.672972972972975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7020112111889214,0.7022645111310545,0.7025356957614028,0.7028219036401652,0.7031237450781522,0.7034065427631574,0.7036758161070428,0.7039257474196923,0.7041608268013919,0.7043701299165694,0.5449317020938879,0.5450469538132449,0.5451355917859753,0.545198375011533,0.5452355945525154,0.5452471041523533,0.5452354741853243,0.5452026294941754,0.5451514745378271,0.545085650900574,0.5450077122678737,0.5449191470069217,0.544821786878456,0.5447186212839701,0.5446080733807305,0.5444917524662534,0.5443710245304562,0.49712682425034005,0.49700827357838073,0.4968851252482836,0.3319597585886136,0.3318780738764668,0.3317958496528985,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-0.12993851025580827,-0.13000334661696009,-0.159237310776782,-0.15932950557047945,0.0,0.0,0.6993814434240149,0.6998491032603579,0.7003357250160922,0.6958479401221398,0.6963288304548915,0.696807033900822,0.6972647488128272,0.6976957966879961,0.6980863195596513,1.5226655637908764,1.523309662771506,2.1217611336036444,2.1222773069286514,2.1226127631011598,2.1227654202510142,2.122741962021051,2.122553123025145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.681331331331333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3933032851884959,0.3934451970237931,0.39359712879398223,0.3937574773712842,0.39392658468363795,0.3940850226925805,0.39423588366043383,0.39437590821384516,0.3945076119411205,0.39462487445984873,0.8507585288353455,0.8509384621789721,0.8510768455965441,0.8511748640535465,0.8512329719628652,0.8512509409857503,0.8512327840431423,0.8511815062389433,0.8511016420738774,0.8509988768638949,0.8508771974750086,0.8507389275765533,0.8505869269508926,0.8504258627128349,0.8502532730632245,0.8500716704702883,0.8498831875454493,0.7891493953154842,0.7889612055286384,0.7887657173242415,0.5768311055856665,0.5766891658426766,0.5765462886156643,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-0.1307294027768532,-0.13079463377538403,-0.14984388781928001,-0.14993064403399461,0.0,0.0,0.42146546971447274,0.4217472937097247,0.4220405446513707,0.4346780576849928,0.4349784573323113,0.43527717855151743,0.43556310111800384,0.4358323654821617,0.43607631493367965,0.9231670453415823,0.9235575519419776,1.6198864040723746,1.6202804833766282,1.6205365917973185,1.6206531399033315,1.6206352304095721,1.6204910587979888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.689689689689692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13776198870843515,0.1378116960396174,0.13786491304440096,0.13792107819665755,0.13798031126318033,0.13803580720237218,0.13808864913818253,0.13813769541283238,0.1381838271591791,0.1382249005963696,1.1039149178416552,1.1041483931410665,1.1043279546898044,1.1044551400582039,1.1045305388767492,1.1045538548609557,1.1045302950385996,1.1044637587288348,1.1043601297433718,1.1042267851520573,1.104068898174692,1.1038894839244442,1.1036922531562519,1.1034832617572874,1.1032593153818908,1.103023674122161,1.1027791051811089,1.048874703641853,1.048624576722821,1.0483647493268051,0.8604515397213617,0.8602398100326871,0.8600266819111565,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-0.09728066385335947,-0.09732920469196281,-0.10471604161373323,-0.10477666982835382,0.0,0.0,0.17938946965921798,0.17950942315642782,0.1796342403352459,0.20031081615572055,0.20044924803067576,0.20058690644283705,0.2007186669070189,0.20084275084360725,0.20095516901809385,0.3899721728441756,0.3901371340050339,0.9700678359602045,0.9703038300749233,0.9704572004228725,0.9705269951743443,0.9705162700865787,0.9704299330181865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.69804804804805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00557567850683327,0.00557769032519273,0.005579844191528238,0.005582117379039797,0.0055845147350814806,0.005586760837349658,0.005588899523416124,0.005590884586654354,0.005592751689394326,0.005594414065809961,1.2348675639605058,1.2351287354236038,1.2353295975812637,1.235471870399131,1.235556213453,1.2355822953114415,1.235555940689387,1.2354815114653355,1.2353655894220998,1.2352164267393766,1.2350398103136273,1.234839112927839,1.2346184855277387,1.2343847023841672,1.234134190220074,1.2338705958581642,1.2335970147627586,1.2184310445365976,1.218140483231072,1.217838653313325,1.1654722739926053,1.1651854884267256,1.1648968086987161,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-0.023629813348478357,-0.02364160408787655,-0.023973147265306288,-0.02398702717420218,0.0,0.0,0.020194828696492584,0.020208332500992743,0.020222383836054014,0.027677712487109263,0.02769684014934759,0.027715860939269588,0.027734066787135303,0.02775121193978891,0.027766745189423236,0.041886835504250985,0.04190455395056736,0.1960846602998696,0.19613236296982905,0.19616336448483995,0.19617747244680428,0.19617530453120813,0.1961578527880411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.706406406406408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1845195956349335,1.1847701186261346,1.1849627912403595,1.1850992633168869,1.1851801675393148,1.185205185989322,1.1851799058968078,1.1851085112979456,1.1849973156233764,1.1848542345952724,1.184684819166998,1.184492304606573,1.1842806726175403,1.1840564212704552,1.1838161229777695,1.1894765537116607,1.1892128159261786,1.2587168623973168,1.2584166940648827,1.2581048845384037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.050094706700758225,-0.050128203846782925,-0.05016305918124584,-0.07117327930611031,-0.07122246611833617,-0.07127137810824073,-0.07131819447342105,-0.07136228325926741,-0.07140222703407384,-0.10076940405273029,-0.10081203026821224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.714764764764767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9797864506555503,0.9799936730883921,0.9801530440414147,0.9802659281945912,0.9803328488780714,0.9803535431227457,0.9803326324580273,0.9802735777485289,0.980181601207393,0.9800632503981715,0.9799231168438032,0.979763876626458,0.9795888232494236,0.9794033316524716,0.9792045666745371,1.00438215870769,1.0041594611475837,1.1913658794111741,1.1910817723812093,1.1907866470501522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.10064661735419916,-0.10071391736772244,-0.10078394615402511,-0.1324357506145228,-0.13252727502453984,-0.13261828805864775,-0.13270540165695524,-0.13278743990929054,-0.13286176532818988,-0.2024585094646801,-0.20254415093623304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.723123123123124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6899062343968878,0.690052147874492,0.6901643672402512,0.6902438534190904,0.6902909749083825,0.6903055465412189,0.6902908225185045,0.6902492397713393,0.6901844754657037,0.6901011399990077,0.6900024664434158,0.6898903391337969,0.689767077155549,0.689636465215488,0.6894965069650296,0.7368442984011212,0.7366809209197416,1.0290637162703202,1.0288183137108493,1.028563393895542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.1289887463134813,-0.12907499803857106,-0.12916474695998043,-0.1580330808265263,-0.15814229517702233,-0.15825089931230082,-0.15835485032445978,-0.1584527450220925,-0.1585414361412041,-0.25947090923523836,-0.259580667380504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.731481481481483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3844122520111912,0.3844935542602911,0.3845560823212941,0.38460037161669103,0.38462662747134746,0.3846347467112019,0.3846265425604809,0.3846033728648244,0.384567286522452,0.3845208524233992,0.38446587201906623,0.3844033952512772,0.3843347143026451,0.38426193799259734,0.3841839539658358,0.4447606124283152,0.4446619974714876,0.7833847139132909,0.7831978988397388,0.7830038386630674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.1292149892108979,-0.12930139221926432,-0.12939129855794143,-0.1480828518361245,-0.14818518972891437,-0.14828695582743706,-0.14838436177719927,-0.14847609273586482,-0.14855919960046488,-0.25992601444385893,-0.2600359651020493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.739839839839841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13283780865079953,0.13286590352174144,0.1328875107690639,0.13290281541379456,0.13291188840816104,0.13291469409925072,0.13291185906629321,0.13290385252752634,0.13289138250187604,0.13287533669705942,0.13285633762407967,0.13283474810168183,0.13281101465753542,0.1327858660169865,0.13275891779363902,0.1860287404257197,0.18598749303174378,0.4659032132786677,0.4657921085538611,0.4656766949412713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.09541924167873135,-0.09548304626972677,-0.09554943790672706,-0.102702645537311,-0.1027736218333366,-0.10284420156228354,-0.10291175731642803,-0.10297537718878871,-0.10303301583331044,-0.1919432361699738,-0.19202442960187102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7481981981981995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047162094680262,0.004717206934768736,0.004717974068053188,0.004718517436775649,0.004718839559990418,0.004718939171893588,0.004718838518250834,0.004718554257961305,0.00471811152818713,0.004717541845674411,0.004716867311753692,0.004716100807767187,0.004715258187017124,0.004714365321815794,0.004713408565096611,0.018546322029758366,0.018542209829407463,0.08819355530502093,0.08817252363918854,0.08815067631868334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.02169539934926812,-0.02170990654988733,-0.02172500196516028,-0.022010043824083968,-0.02202525464341409,-0.022040380475071928,-0.022054858243405074,-0.02206849251905023,-0.022080844967083454,-0.04364198549302323,-0.043660446380979934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
